review,rating,date,bank,source,sentiment_label,sentiment_score,cleaned_review,lemmatized,topic,theme
after recent update the app keeps asking to disable developers options and won't let you use it unless you do.,2,2024-05-10,BOA,Google Play Store,NEGATIVE,0.974820613861084,after recent update the app keeps asking to disable developers options and wont let you use it unless you do,recent update app keep ask disable developer option will not let use,0,App Malfunction & Technical Bugs
wow amazing,5,2024-05-09,BOA,Google Play Store,POSITIVE,0.9998724460601808,wow amazing,wow amazing,3,Highly Positive Feedback & Brand Perception
ethiopia,5,2024-05-09,BOA,Google Play Store,POSITIVE,0.9780408143997192,ethiopia,ethiopia,3,Highly Positive Feedback & Brand Perception
great ui ux design !!!,5,2024-05-09,BOA,Google Play Store,POSITIVE,0.9996935129165648,great ui ux design,great ui ux design,4,App Performance (Speed & Quality)
rubbish!,1,2024-05-09,BOA,Google Play Store,NEGATIVE,0.999776303768158,rubbish,rubbish,0,App Malfunction & Technical Bugs
app is any updates why?,5,2024-05-09,BOA,Google Play Store,NEGATIVE,0.996690034866333,app is any updates why,app update,0,App Malfunction & Technical Bugs
"i am an app developer, i need to keep developer options on... why are you asking me to turn developer options off... why is it that abyssinia is the only damned bank in ethiopia that just can't seem to buld an app that works... it's not that hard people, just look at cbe... this is simply terrible, borderline unusable!",1,2024-05-09,BOA,Google Play Store,NEGATIVE,0.9993929862976074,i am an app developer i need to keep developer options on why are you asking me to turn developer options off why is it that abyssinia is the only damned bank in ethiopia that just cant seem to buld an app that works its not that hard people just look at cbe this is simply terrible borderline unusable,app developer need developer option ask turn developer option abyssinia damned bank ethiopia not buld app work hard people look cbe simply terrible borderline unusable,0,App Malfunction & Technical Bugs
ugh 🤮🤮🤮 they are super calculative when it cm 2 mobile-banking or any online stuff. if ur degital!! better chose other bank.,1,2024-05-08,BOA,Google Play Store,NEGATIVE,0.9985111355781556,ugh 🤮🤮🤮 they are super calculative when it cm mobilebanking or any online stuff if ur degital better chose other bank,ugh super calculative cm mobilebanke online stuff ur degital well choose bank,3,Highly Positive Feedback & Brand Perception
slow every time,2,2024-05-08,BOA,Google Play Store,NEGATIVE,0.999620795249939,slow every time,slow time,0,App Malfunction & Technical Bugs
it takes a very long time to log in please fix,1,2024-05-08,BOA,Google Play Store,NEGATIVE,0.9983991980552672,it takes a very long time to log in please fix,take long time log fix,1,Transaction & Service Reliability Issues
it's not functional at all,1,2024-05-08,BOA,Google Play Store,NEGATIVE,0.9997891783714294,its not functional at all,functional,1,Transaction & Service Reliability Issues
what's wrong with app. this days? it doesn't working properly. 1) it's very slow & doesn't open. it's very annoying. 2) most of the time it says repeatedly please try it again or try it later but again and again it doesn't open or work. 3) repeatedly it says something went wrong then it off the screen. i've updated the app. when it needed but nothing changed. 👉please if it has some issues with the app. please fix it otherwise i'm going to uninstall it.,2,2024-05-08,BOA,Google Play Store,NEGATIVE,0.9997007846832277,whats wrong with app this days it doesnt working properly its very slow doesnt open its very annoying most of the time it says repeatedly please try it again or try it later but again and again it doesnt open or work repeatedly it says something went wrong then it off the screen ive updated the app when it needed but nothing changed 👉please if it has some issues with the app please fix it otherwise im going to uninstall it,s wrong app day not work properly slow not open annoying time say repeatedly try try later not open work repeatedly say go wrong screen ve update app need change issue app fix m go uninstall,0,App Malfunction & Technical Bugs
eri,5,2024-05-08,BOA,Google Play Store,POSITIVE,0.9242494106292723,eri,eri,0,App Malfunction & Technical Bugs
disgrace app,1,2024-05-08,BOA,Google Play Store,NEGATIVE,0.9997820258140564,disgrace app,disgrace app,4,App Performance (Speed & Quality)
it doesn't work 😔,1,2024-05-07,BOA,Google Play Store,NEGATIVE,0.9997815489768982,it doesnt work 😔,not work,0,App Malfunction & Technical Bugs
it crash repeatedly! try to make it more stable for customers need meet!,2,2024-05-07,BOA,Google Play Store,NEGATIVE,0.9996886253356934,it crash repeatedly try to make it more stable for customers need meet,crash repeatedly try stable customer need meet,0,App Malfunction & Technical Bugs
after two weeks it require update why?,5,2024-05-07,BOA,Google Play Store,NEGATIVE,0.9965284466743468,after two weeks it require update why,week require update,0,App Malfunction & Technical Bugs
it keeps crashing and hasn't been fixed,1,2024-05-07,BOA,Google Play Store,NEGATIVE,0.999289870262146,it keeps crashing and hasnt been fixed,keep crash not fix,1,Transaction & Service Reliability Issues
"the application is full of bug, so annoying.",1,2024-05-07,BOA,Google Play Store,NEGATIVE,0.9997913241386414,the application is full of bug so annoying,application bug annoying,0,App Malfunction & Technical Bugs
"why is the app asking me to remove developer options? why does it matter what i do with my phone , this is unacceptable! fix this",3,2024-05-06,BOA,Google Play Store,NEGATIVE,0.9997825026512146,why is the app asking me to remove developer options why does it matter what i do with my phone this is unacceptable fix this,app ask remove developer option matter phone unacceptable fix,0,App Malfunction & Technical Bugs
worst application relative to other ethiopia mobile banking app,1,2024-05-06,BOA,Google Play Store,NEGATIVE,0.999796450138092,worst application relative to other ethiopia mobile banking app,bad application relative ethiopia mobile banking app,4,App Performance (Speed & Quality)
"lag,...",1,2024-05-06,BOA,Google Play Store,NEGATIVE,0.9997486472129822,lag,lag,1,Transaction & Service Reliability Issues
"""i am extremely disappointed with the poor service i have received. it is unacceptable that i cannot make transactions of 30,000 birr and sometimes my money gets stuck in the air. as a result of your incompetence, i have been forced to change my bank account. this level of service is completely unacceptable and needs to be rectified immediately.""",1,2024-05-05,BOA,Google Play Store,NEGATIVE,0.9997608065605164,i am extremely disappointed with the poor service i have received it is unacceptable that i cannot make transactions of birr and sometimes my money gets stuck in the air as a result of your incompetence i have been forced to change my bank account this level of service is completely unacceptable and needs to be rectified immediately,extremely disappointed poor service receive unacceptable transaction birr money get stuck air result incompetence force change bank account level service completely unacceptable need rectify immediately,0,App Malfunction & Technical Bugs
አረ wuyyyyyyyyyy,1,2024-05-05,BOA,Google Play Store,NEGATIVE,0.98298579454422,አረ wuyyyyyyyyyy,አረ wuyyyyyyyyyy,0,App Malfunction & Technical Bugs
"doesn't work properly, keeps closing won't activate any account, i wouldn't recommend downloading",1,2024-05-05,BOA,Google Play Store,NEGATIVE,0.9994381070137024,doesnt work properly keeps closing wont activate any account i wouldnt recommend downloading,not work properly keep closing will not activate account not recommend download,0,App Malfunction & Technical Bugs
pls improve your mobile banking app it's doesn't work constantly after i updated the new version of your app try to improve,1,2024-05-05,BOA,Google Play Store,NEGATIVE,0.9994970560073853,pls improve your mobile banking app its doesnt work constantly after i updated the new version of your app try to improve,pls improve mobile banking app not work constantly update new version app try improve,0,App Malfunction & Technical Bugs
አሁን update የተደረገው app ምንም ነው የማይሰራው መከራችንን እኮ ነው ያሳየን😏😏),1,2024-05-05,BOA,Google Play Store,NEGATIVE,0.9399303793907166,አሁን update የተደረገው app ምንም ነው የማይሰራው መከራችንን እኮ ነው ያሳየን😏😏,አሁን update የተደረገው app ምንም ነው የማይሰራው መከራችንን እኮ ነው ያሳየን,4,App Performance (Speed & Quality)
dont even try,1,2024-05-05,BOA,Google Play Store,NEGATIVE,0.9920748472213744,dont even try,not try,0,App Malfunction & Technical Bugs
"the version 24.04.26 is not opening on any of my devices. i noticed this issue on my friend's android 9 phone and also on my samsung android 12 phone. even after weekly updates, the newest version is not working properly. please provide a stable version update, as i prefer the older version of the app from the new one.",1,2024-05-04,BOA,Google Play Store,NEGATIVE,0.9987725615501404,the version is not opening on any of my devices i noticed this issue on my friends android phone and also on my samsung android phone even after weekly updates the newest version is not working properly please provide a stable version update as i prefer the older version of the app from the new one,version open device notice issue friend android phone samsung android phone weekly update new version work properly provide stable version update prefer old version app new,0,App Malfunction & Technical Bugs
